"rule_id","support","confidence","lift","rhs","antecedent_length","lhs_1","lhs_2","lhs_3","lhs_4","lhs_5","lhs_6","lhs_7","lhs_8"
128,0.000239406272444338,0.333333333333333,696.166666666667,"Rings=27",6,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA
129,0.000239406272444338,0.333333333333333,696.166666666667,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA
130,0.000239406272444338,0.333333333333333,696.166666666667,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA
131,0.000239406272444338,0.333333333333333,696.166666666667,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA
132,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",3,"Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
133,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=26",3,"Diameter=[0.494,0.65]","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
134,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=26",3,"Diameter=[0.494,0.65]","Length=[0.53,0.602)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
135,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
136,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)",NA,NA,NA,NA
137,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
138,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
139,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",4,"Diameter=[0.429,0.494)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
140,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",4,"Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
141,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=26",4,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)",NA,NA,NA,NA
142,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=26",4,"Diameter=[0.494,0.65]","Sex=M","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA,NA
143,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","WholeWeight=[1.34,1.78)",NA,NA,NA
144,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",5,"Diameter=[0.429,0.494)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.16,0.234)",NA,NA,NA
145,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",5,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA
146,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA
147,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=29",5,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA
148,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=25",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA
149,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=26",6,"Height=[0.174,0.2)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
150,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=29",6,"Length=[0.67,0.815]","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA
151,0.000239406272444338,0.166666666666667,696.166666666667,"Rings=29",6,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA
152,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=25",3,"Height=[0.2,1.13]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
153,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=25",3,"Height=[0.2,1.13]","Length=[0.602,0.67)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
154,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=25",3,"Sex=F","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA
155,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
156,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=25",4,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
157,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=26",4,"Diameter=[0.494,0.65]","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
158,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=25",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)",NA,NA,NA
159,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=29",5,"Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
160,0.000239406272444338,0.142857142857143,596.714285714286,"Rings=26",6,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
161,0.000239406272444338,0.25,522.125,"Rings=24",3,"ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
162,0.000239406272444338,0.25,522.125,"Rings=24",3,"Diameter=[0.494,0.65]","VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA
163,0.000239406272444338,0.25,522.125,"Rings=24",4,"Height=[0.2,1.13]","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
164,0.000239406272444338,0.25,522.125,"Rings=24",4,"Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
165,0.000239406272444338,0.25,522.125,"Rings=24",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
166,0.000239406272444338,0.25,522.125,"Rings=24",4,"Sex=F","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
167,0.000239406272444338,0.25,522.125,"Rings=27",4,"Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
168,0.000239406272444338,0.25,522.125,"Rings=27",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
169,0.000239406272444338,0.25,522.125,"Rings=24",5,"Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
170,0.000239406272444338,0.25,522.125,"Rings=24",5,"Length=[0.67,0.815]","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
171,0.000239406272444338,0.25,522.125,"Rings=24",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA
172,0.000239406272444338,0.25,522.125,"Rings=24",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
173,0.000239406272444338,0.25,522.125,"Rings=24",5,"Length=[0.67,0.815]","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
174,0.000239406272444338,0.25,522.125,"Rings=27",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
175,0.000239406272444338,0.25,522.125,"Rings=27",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA
176,0.000239406272444338,0.25,522.125,"Rings=27",5,"Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA
177,0.000239406272444338,0.25,522.125,"Rings=27",5,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA
178,0.000239406272444338,0.25,522.125,"Rings=27",6,"Height=[0.2,1.13]","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA
179,0.000239406272444338,0.25,522.125,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
180,0.000239406272444338,0.25,522.125,"Rings=27",6,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
181,0.000239406272444338,0.25,522.125,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
182,0.000239406272444338,0.25,522.125,"Rings=27",6,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA
183,0.000239406272444338,0.25,522.125,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA
184,0.000239406272444338,0.25,522.125,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA
185,0.000239406272444338,0.25,522.125,"Rings=27",7,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA
186,0.000239406272444338,0.125,522.125,"Rings=25",3,"Height=[0.2,1.13]","Sex=F","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA,NA
187,0.000239406272444338,0.125,522.125,"Rings=25",3,"ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA
188,0.000239406272444338,0.125,522.125,"Rings=25",3,"Length=[0.602,0.67)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA,NA
189,0.000239406272444338,0.125,522.125,"Rings=26",3,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Length=[0.53,0.602)",NA,NA,NA,NA,NA
190,0.000239406272444338,0.125,522.125,"Rings=26",3,"Diameter=[0.494,0.65]","Sex=M","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
191,0.000239406272444338,0.125,522.125,"Rings=26",4,"Diameter=[0.494,0.65]","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
192,0.000239406272444338,0.125,522.125,"Rings=25",5,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA
193,0.000239406272444338,0.125,522.125,"Rings=25",5,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1.34,1.78)",NA,NA,NA
194,0.000239406272444338,0.125,522.125,"Rings=25",5,"Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.16,0.234)",NA,NA,NA
195,0.000239406272444338,0.125,522.125,"Rings=26",5,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
196,0.000239406272444338,0.125,522.125,"Rings=26",5,"Height=[0.174,0.2)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
197,0.000239406272444338,0.125,522.125,"Rings=29",5,"Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
198,0.000239406272444338,0.125,522.125,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
199,0.000239406272444338,0.125,522.125,"Rings=29",5,"Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
200,0.000239406272444338,0.125,522.125,"Rings=29",5,"Height=[0.174,0.2)","Sex=F","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
201,0.000239406272444338,0.125,522.125,"Rings=26",6,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA
202,0.000478812544888676,1,464.111111111111,"Rings=23",4,"Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
203,0.000478812544888676,1,464.111111111111,"Rings=23",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
204,0.000478812544888676,1,464.111111111111,"Rings=23",4,"Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
205,0.000478812544888676,1,464.111111111111,"Rings=23",5,"Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
206,0.000478812544888676,1,464.111111111111,"Rings=23",6,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA
207,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
208,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
209,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=F","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
210,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Diameter=[0.494,0.65]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
211,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
212,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Height=[0.155,0.174)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
213,0.000239406272444338,1,464.111111111111,"Rings=23",4,"Height=[0.155,0.174)","Length=[0.441,0.53)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
214,0.000239406272444338,1,464.111111111111,"Rings=23",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA
215,0.000239406272444338,1,464.111111111111,"Rings=23",5,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA
216,0.000239406272444338,1,464.111111111111,"Rings=23",6,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA
217,0.000239406272444338,1,464.111111111111,"Rings=23",6,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=F","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA
218,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
219,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=25",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","ShellWeight=[0.388,0.534)",NA,NA,NA,NA
220,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=25",4,"Diameter=[0.429,0.494)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
221,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=29",4,"Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
222,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=25",5,"Height=[0.2,1.13]","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA
223,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=26",5,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=M","ShellWeight=[0.289,0.388)","VisceraWeight=[0.16,0.234)",NA,NA,NA
224,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=29",5,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA
225,0.000239406272444338,0.111111111111111,464.111111111111,"Rings=29",6,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA
226,0.000239406272444338,0.2,417.7,"Rings=24",2,"VisceraWeight=[0.234,0.315)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA,NA,NA
227,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.2,1.13]","Sex=F","ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
228,0.000239406272444338,0.2,417.7,"Rings=24",4,"Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
229,0.000239406272444338,0.2,417.7,"Rings=24",4,"Length=[0.67,0.815]","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
230,0.000239406272444338,0.2,417.7,"Rings=24",4,"Length=[0.67,0.815]","Sex=M","ShellWeight=[0.534,1]","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
231,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.174,0.2)","ShellWeight=[0.534,1]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
232,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.174,0.2)","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
233,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.174,0.2)","Sex=M","ShellWeight=[0.534,1]","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
234,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","Sex=F","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
235,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
236,0.000239406272444338,0.2,417.7,"Rings=24",4,"Length=[0.67,0.815]","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
237,0.000239406272444338,0.2,417.7,"Rings=24",4,"Height=[0.174,0.2)","Length=[0.67,0.815]","Sex=M","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
238,0.000239406272444338,0.2,417.7,"Rings=27",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
239,0.000239406272444338,0.2,417.7,"Rings=27",4,"Length=[0.602,0.67)","ShellWeight=[0.534,1]","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
240,0.000239406272444338,0.2,417.7,"Rings=27",4,"Length=[0.602,0.67)","Sex=M","ShellWeight=[0.534,1]","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
241,0.000239406272444338,0.2,417.7,"Rings=27",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
242,0.000239406272444338,0.2,417.7,"Rings=27",4,"Length=[0.602,0.67)","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
243,0.000239406272444338,0.2,417.7,"Rings=27",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
244,0.000239406272444338,0.2,417.7,"Rings=24",5,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Sex=M","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA
245,0.000239406272444338,0.2,417.7,"Rings=27",5,"Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
246,0.000239406272444338,0.2,417.7,"Rings=27",5,"Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
247,0.000239406272444338,0.2,417.7,"Rings=27",5,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","Sex=M","ShuckedWeight=[0.574,0.808)","WholeWeight=[1.78,2.83]",NA,NA,NA
248,0.000239406272444338,0.2,417.7,"Rings=27",5,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","WholeWeight=[1,1.34)",NA,NA,NA
249,0.000239406272444338,0.2,417.7,"Rings=27",5,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
250,0.000239406272444338,0.2,417.7,"Rings=27",5,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA
251,0.000239406272444338,0.2,417.7,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA
252,0.000239406272444338,0.2,417.7,"Rings=27",5,"Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA
253,0.000239406272444338,0.2,417.7,"Rings=27",5,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)",NA,NA,NA
254,0.000239406272444338,0.2,417.7,"Rings=27",6,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
255,0.000239406272444338,0.2,417.7,"Rings=27",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA
